datetime,hour,day_of_week,is_weekend,route_id,location,weather,rain,traffic_level,is_holiday,previous_passenger_count,passenger_count
2026-01-03 01:00,1,5,1,176,Negombo,Clear,0,Low,1,61,36
2026-01-03 02:00,2,5,1,176,Moratuwa,Cloudy,0,Low,0,36,51
2026-01-03 03:00,3,5,1,100,Negombo,Cloudy,0,Low,0,51,53
2026-01-03 04:00,4,5,1,138,Negombo,Clear,0,Low,0,53,45
2026-01-03 05:00,5,5,1,176,Moratuwa,Cloudy,0,Low,0,45,62
2026-01-03 06:00,6,5,1,176,Moratuwa,Clear,0,High,0,62,151
2026-01-03 07:00,7,5,1,100,Moratuwa,Clear,0,High,0,151,122
2026-01-03 08:00,8,5,1,101,Negombo,Clear,0,High,0,122,158
2026-01-03 09:00,9,5,1,101,Dehiwala,Clear,0,High,0,158,117
2026-01-03 10:00,10,5,1,176,Kandy,Rain,1,Medium,0,117,86
2026-01-03 11:00,11,5,1,120,Kandy,Cloudy,0,Medium,0,86,91
2026-01-03 12:00,12,5,1,120,Dehiwala,Cloudy,0,Medium,1,91,44
2026-01-03 13:00,13,5,1,100,Colombo,Clear,0,Medium,0,44,69
2026-01-03 14:00,14,5,1,176,Moratuwa,Cloudy,0,Medium,0,69,97
2026-01-03 15:00,15,5,1,101,Moratuwa,Clear,0,Medium,0,97,70
2026-01-03 16:00,16,5,1,138,Colombo,Cloudy,0,High,0,70,177
2026-01-03 17:00,17,5,1,176,Moratuwa,Cloudy,0,High,1,177,115
2026-01-03 18:00,18,5,1,138,Negombo,Clear,0,High,0,115,154
2026-01-03 19:00,19,5,1,120,Moratuwa,Cloudy,0,High,0,154,106
2026-01-03 20:00,20,5,1,101,Negombo,Clear,0,Low,0,106,36
2026-01-03 21:00,21,5,1,176,Kandy,Rain,1,Low,0,36,42
2026-01-03 22:00,22,5,1,100,Moratuwa,Clear,0,Low,0,42,31
2026-01-03 23:00,23,5,1,100,Kandy,Clear,0,Low,0,31,43
2026-01-04 00:00,0,6,1,138,Kandy,Cloudy,0,Low,0,43,53
2026-01-04 01:00,1,6,1,100,Kandy,Clear,0,Low,0,53,27
2026-01-04 02:00,2,6,1,176,Negombo,Cloudy,0,Low,0,27,29
2026-01-04 03:00,3,6,1,176,Colombo,Cloudy,0,Low,0,29,35
2026-01-04 04:00,4,6,1,101,Kandy,Rain,1,Low,0,35,40
2026-01-04 05:00,5,6,1,138,Colombo,Cloudy,0,Low,0,40,44
2026-01-04 06:00,6,6,1,176,Kandy,Cloudy,0,High,0,44,95
2026-01-04 07:00,7,6,1,176,Kandy,Clear,0,High,0,95,171
2026-01-04 08:00,8,6,1,100,Kandy,Clear,0,High,0,171,106
2026-01-04 09:00,9,6,1,138,Moratuwa,Rain,1,High,0,106,132
2026-01-04 10:00,10,6,1,120,Moratuwa,Cloudy,0,Medium,0,132,56
2026-01-04 11:00,11,6,1,138,Moratuwa,Cloudy,0,Medium,0,56,84
2026-01-04 12:00,12,6,1,176,Negombo,Clear,0,Medium,1,84,54
2026-01-04 13:00,13,6,1,100,Moratuwa,Cloudy,0,Medium,0,54,66
2026-01-04 14:00,14,6,1,100,Negombo,Clear,0,Medium,0,66,69
2026-01-04 15:00,15,6,1,120,Moratuwa,Rain,1,Medium,0,69,62
2026-01-04 16:00,16,6,1,176,Colombo,Cloudy,0,High,0,62,144
2026-01-04 17:00,17,6,1,100,Moratuwa,Clear,0,High,0,144,141
2026-01-04 18:00,18,6,1,120,Colombo,Cloudy,0,High,0,141,114
2026-01-04 19:00,19,6,1,100,Dehiwala,Rain,1,High,0,114,159
2026-01-04 20:00,20,6,1,138,Negombo,Clear,0,Low,0,159,35
2026-01-04 21:00,21,6,1,100,Colombo,Clear,0,Low,1,35,13
2026-01-04 22:00,22,6,1,138,Kandy,Cloudy,0,Low,0,13,20
2026-01-04 23:00,23,6,1,176,Colombo,Clear,0,Low,0,20,70
2026-01-05 00:00,0,0,0,100,Negombo,Clear,0,Low,0,70,64
2026-01-05 01:00,1,0,0,120,Kandy,Cloudy,0,Low,0,64,29
2026-01-05 02:00,2,0,0,176,Negombo,Clear,0,Low,0,29,42
2026-01-05 03:00,3,0,0,176,Moratuwa,Clear,0,Low,0,42,40
2026-01-05 04:00,4,0,0,100,Dehiwala,Clear,0,Low,0,40,89
2026-01-05 05:00,5,0,0,138,Dehiwala,Clear,0,Low,0,89,30
2026-01-05 06:00,6,0,0,138,Colombo,Clear,0,High,0,30,127
2026-01-05 07:00,7,0,0,138,Kandy,Clear,0,High,1,127,114
2026-01-05 08:00,8,0,0,120,Moratuwa,Rain,1,High,0,114,235
2026-01-05 09:00,9,0,0,138,Negombo,Cloudy,0,High,0,235,206
2026-01-05 10:00,10,0,0,176,Colombo,Clear,0,Medium,1,206,50
2026-01-05 11:00,11,0,0,176,Kandy,Cloudy,0,Medium,0,50,87
2026-01-05 12:00,12,0,0,138,Colombo,Rain,1,Medium,1,87,46
2026-01-05 13:00,13,0,0,100,Negombo,Rain,1,Medium,0,46,125
2026-01-05 14:00,14,0,0,138,Moratuwa,Clear,0,Medium,0,125,91
2026-01-05 15:00,15,0,0,100,Colombo,Clear,0,Medium,0,91,72
2026-01-05 16:00,16,0,0,176,Moratuwa,Clear,0,High,0,72,156
2026-01-05 17:00,17,0,0,100,Kandy,Rain,1,High,0,156,204
2026-01-05 18:00,18,0,0,101,Negombo,Cloudy,0,High,0,204,118
2026-01-05 19:00,19,0,0,101,Moratuwa,Clear,0,High,0,118,182
2026-01-05 20:00,20,0,0,120,Dehiwala,Rain,1,Low,0,182,92
2026-01-05 21:00,21,0,0,176,Moratuwa,Rain,1,Low,0,92,63
2026-01-05 22:00,22,0,0,176,Negombo,Cloudy,0,Low,0,63,25
2026-01-05 23:00,23,0,0,176,Kandy,Cloudy,0,Low,0,25,39
2026-01-06 00:00,0,1,0,120,Kandy,Cloudy,0,Low,0,39,46
2026-01-06 01:00,1,1,0,120,Negombo,Clear,0,Low,0,46,66
2026-01-06 02:00,2,1,0,120,Kandy,Clear,0,Low,0,66,58
2026-01-06 03:00,3,1,0,120,Kandy,Clear,0,Low,0,58,62
2026-01-06 04:00,4,1,0,120,Dehiwala,Clear,0,Low,0,62,62
2026-01-06 05:00,5,1,0,176,Moratuwa,Cloudy,0,Low,0,62,35
2026-01-06 06:00,6,1,0,101,Kandy,Clear,0,High,0,35,184
2026-01-06 07:00,7,1,0,101,Kandy,Cloudy,0,High,0,184,174
2026-01-06 08:00,8,1,0,138,Colombo,Cloudy,0,High,0,174,182
2026-01-06 09:00,9,1,0,100,Kandy,Clear,0,High,0,182,221
2026-01-06 10:00,10,1,0,138,Kandy,Rain,1,Medium,0,221,116
2026-01-06 11:00,11,1,0,138,Dehiwala,Rain,1,Medium,0,116,80
2026-01-06 12:00,12,1,0,176,Moratuwa,Rain,1,Medium,0,80,115
2026-01-06 13:00,13,1,0,100,Kandy,Clear,0,Medium,0,115,69
2026-01-06 14:00,14,1,0,101,Colombo,Clear,0,Medium,0,69,83
2026-01-06 15:00,15,1,0,101,Colombo,Clear,0,Medium,0,83,96
2026-01-06 16:00,16,1,0,120,Negombo,Clear,0,High,0,96,216
2026-01-06 17:00,17,1,0,120,Moratuwa,Clear,0,High,0,216,132
2026-01-06 18:00,18,1,0,101,Colombo,Rain,1,High,0,132,230
2026-01-06 19:00,19,1,0,120,Moratuwa,Clear,0,High,0,230,195
2026-01-06 20:00,20,1,0,120,Moratuwa,Clear,0,Low,0,195,66
2026-01-06 21:00,21,1,0,100,Colombo,Clear,0,Low,0,66,52
2026-01-06 22:00,22,1,0,176,Dehiwala,Clear,0,Low,0,52,45
2026-01-06 23:00,23,1,0,176,Kandy,Rain,1,Low,0,45,73
2026-01-07 00:00,0,2,0,100,Moratuwa,Clear,0,Low,0,73,62
2026-01-07 01:00,1,2,0,176,Moratuwa,Clear,0,Low,0,62,40
2026-01-07 02:00,2,2,0,100,Dehiwala,Clear,0,Low,0,40,63
2026-01-07 03:00,3,2,0,100,Colombo,Cloudy,0,Low,0,63,48
2026-01-07 04:00,4,2,0,100,Colombo,Cloudy,0,Low,0,48,47
2026-01-07 05:00,5,2,0,176,Kandy,Clear,0,Low,0,47,34
2026-01-07 06:00,6,2,0,100,Negombo,Clear,0,High,0,34,122
2026-01-07 07:00,7,2,0,100,Negombo,Cloudy,0,High,0,122,173
2026-01-07 08:00,8,2,0,101,Kandy,Rain,1,High,0,173,176
2026-01-07 09:00,9,2,0,176,Moratuwa,Cloudy,0,High,0,176,157
2026-01-07 10:00,10,2,0,100,Colombo,Clear,0,Medium,0,157,69
2026-01-07 11:00,11,2,0,101,Negombo,Clear,0,Medium,0,69,77
2026-01-07 12:00,12,2,0,176,Colombo,Clear,0,Medium,0,77,72
2026-01-07 13:00,13,2,0,138,Moratuwa,Clear,0,Medium,0,72,57
2026-01-07 14:00,14,2,0,101,Colombo,Clear,0,Medium,1,57,34
2026-01-07 15:00,15,2,0,101,Moratuwa,Cloudy,0,Medium,0,34,97
2026-01-07 16:00,16,2,0,100,Moratuwa,Rain,1,High,1,97,155
2026-01-07 17:00,17,2,0,100,Dehiwala,Cloudy,0,High,0,155,122
2026-01-07 18:00,18,2,0,120,Moratuwa,Cloudy,0,High,0,122,209
2026-01-07 19:00,19,2,0,100,Negombo,Clear,0,High,0,209,149
2026-01-07 20:00,20,2,0,120,Colombo,Clear,0,Low,0,149,85
2026-01-07 21:00,21,2,0,120,Moratuwa,Rain,1,Low,0,85,90
2026-01-07 22:00,22,2,0,120,Kandy,Rain,1,Low,0,90,70
2026-01-07 23:00,23,2,0,101,Negombo,Cloudy,0,Low,0,70,66
2026-01-08 00:00,0,3,0,138,Kandy,Rain,1,Low,0,66,83
2026-01-08 01:00,1,3,0,120,Colombo,Cloudy,0,Low,0,83,34
2026-01-08 02:00,2,3,0,100,Moratuwa,Rain,1,Low,1,34,29
2026-01-08 03:00,3,3,0,120,Colombo,Cloudy,0,Low,0,29,41
2026-01-08 04:00,4,3,0,101,Negombo,Clear,0,Low,0,41,40
2026-01-08 05:00,5,3,0,176,Negombo,Clear,0,Low,0,40,79
2026-01-08 06:00,6,3,0,101,Negombo,Clear,0,High,0,79,149
2026-01-08 07:00,7,3,0,120,Colombo,Clear,0,High,0,149,169
2026-01-08 08:00,8,3,0,100,Kandy,Rain,1,High,0,169,146
2026-01-08 09:00,9,3,0,101,Moratuwa,Cloudy,0,High,0,146,201
2026-01-08 10:00,10,3,0,120,Negombo,Clear,0,Medium,0,201,111
2026-01-08 11:00,11,3,0,138,Moratuwa,Clear,0,Medium,0,111,70
2026-01-08 12:00,12,3,0,101,Kandy,Clear,0,Medium,0,70,93
2026-01-08 13:00,13,3,0,120,Colombo,Clear,0,Medium,0,93,58
2026-01-08 14:00,14,3,0,100,Colombo,Cloudy,0,Medium,0,58,68
2026-01-08 15:00,15,3,0,101,Moratuwa,Cloudy,0,Medium,0,68,66
2026-01-08 16:00,16,3,0,176,Colombo,Cloudy,0,High,0,66,131
2026-01-08 17:00,17,3,0,120,Moratuwa,Clear,0,High,0,131,190
2026-01-08 18:00,18,3,0,100,Dehiwala,Cloudy,0,High,1,190,102
2026-01-08 19:00,19,3,0,101,Colombo,Clear,0,High,0,102,168
2026-01-08 20:00,20,3,0,138,Colombo,Clear,0,Low,0,168,63
2026-01-08 21:00,21,3,0,176,Negombo,Rain,1,Low,0,63,61
2026-01-08 22:00,22,3,0,101,Dehiwala,Clear,0,Low,0,61,44
2026-01-08 23:00,23,3,0,101,Dehiwala,Clear,0,Low,0,44,43
2026-01-09 00:00,0,4,0,101,Kandy,Cloudy,0,Low,0,43,50
2026-01-09 01:00,1,4,0,120,Moratuwa,Cloudy,0,Low,0,50,69
2026-01-09 02:00,2,4,0,100,Moratuwa,Clear,0,Low,0,69,22
2026-01-09 03:00,3,4,0,100,Moratuwa,Clear,0,Low,0,22,63
2026-01-09 04:00,4,4,0,101,Colombo,Clear,0,Low,0,63,63
2026-01-09 05:00,5,4,0,101,Moratuwa,Cloudy,0,Low,0,63,48
2026-01-09 06:00,6,4,0,100,Kandy,Clear,0,High,0,48,160
2026-01-09 07:00,7,4,0,138,Kandy,Rain,1,High,0,160,243
2026-01-09 08:00,8,4,0,176,Colombo,Rain,1,High,0,243,240
2026-01-09 09:00,9,4,0,120,Colombo,Rain,1,High,0,240,161
2026-01-09 10:00,10,4,0,176,Dehiwala,Cloudy,0,Medium,0,161,104
2026-01-09 11:00,11,4,0,120,Negombo,Cloudy,0,Medium,0,104,105
2026-01-09 12:00,12,4,0,101,Dehiwala,Rain,1,Medium,0,105,126
2026-01-09 13:00,13,4,0,176,Negombo,Cloudy,0,Medium,0,126,116
2026-01-09 14:00,14,4,0,100,Colombo,Clear,0,Medium,0,116,66
2026-01-09 15:00,15,4,0,138,Kandy,Cloudy,0,Medium,0,66,68
2026-01-09 16:00,16,4,0,120,Kandy,Rain,1,High,0,68,190
2026-01-09 17:00,17,4,0,101,Kandy,Clear,0,High,0,190,140
2026-01-09 18:00,18,4,0,176,Negombo,Clear,0,High,0,140,175
2026-01-09 19:00,19,4,0,138,Dehiwala,Clear,0,High,0,175,136
2026-01-09 20:00,20,4,0,176,Moratuwa,Clear,0,Low,0,136,57
2026-01-09 21:00,21,4,0,138,Moratuwa,Clear,0,Low,1,57,32
2026-01-09 22:00,22,4,0,100,Negombo,Cloudy,0,Low,0,32,88
2026-01-09 23:00,23,4,0,138,Colombo,Cloudy,0,Low,0,88,59
2026-01-10 00:00,0,5,1,176,Negombo,Cloudy,0,Low,0,59,26
2026-01-10 01:00,1,5,1,120,Kandy,Rain,1,Low,0,26,58
2026-01-10 02:00,2,5,1,101,Dehiwala,Rain,1,Low,0,58,25
2026-01-10 03:00,3,5,1,138,Kandy,Clear,0,Low,0,25,56
2026-01-10 04:00,4,5,1,100,Colombo,Clear,0,Low,0,56,43
2026-01-10 05:00,5,5,1,101,Kandy,Clear,0,Low,0,43,26
2026-01-10 06:00,6,5,1,138,Colombo,Clear,0,High,0,26,113
2026-01-10 07:00,7,5,1,176,Colombo,Cloudy,0,High,0,113,135
2026-01-10 08:00,8,5,1,176,Colombo,Clear,0,High,1,135,111
2026-01-10 09:00,9,5,1,101,Negombo,Clear,0,High,0,111,137
2026-01-10 10:00,10,5,1,176,Colombo,Rain,1,Medium,0,137,101
2026-01-10 11:00,11,5,1,138,Moratuwa,Rain,1,Medium,0,101,104
2026-01-10 12:00,12,5,1,176,Kandy,Clear,0,Medium,0,104,84
2026-01-10 13:00,13,5,1,138,Dehiwala,Clear,0,Medium,0,84,91
2026-01-10 14:00,14,5,1,100,Moratuwa,Clear,0,Medium,0,91,59
2026-01-10 15:00,15,5,1,138,Colombo,Cloudy,0,Medium,0,59,66
2026-01-10 16:00,16,5,1,100,Moratuwa,Clear,0,High,1,66,93
2026-01-10 17:00,17,5,1,120,Negombo,Clear,0,High,0,93,102
2026-01-10 18:00,18,5,1,120,Negombo,Cloudy,0,High,0,102,116
2026-01-10 19:00,19,5,1,120,Dehiwala,Cloudy,0,High,0,116,107
2026-01-10 20:00,20,5,1,101,Moratuwa,Cloudy,0,Low,0,107,54
2026-01-10 21:00,21,5,1,138,Kandy,Clear,0,Low,0,54,19
2026-01-10 22:00,22,5,1,176,Kandy,Rain,1,Low,0,19,50
2026-01-10 23:00,23,5,1,100,Dehiwala,Cloudy,0,Low,0,50,64
2026-01-11 00:00,0,6,1,120,Dehiwala,Clear,0,Low,0,64,36
2026-01-11 01:00,1,6,1,100,Negombo,Clear,0,Low,0,36,38
2026-01-11 02:00,2,6,1,138,Colombo,Clear,0,Low,0,38,66
2026-01-11 03:00,3,6,1,100,Moratuwa,Cloudy,0,Low,0,66,55
2026-01-11 04:00,4,6,1,176,Colombo,Cloudy,0,Low,0,55,35
2026-01-11 05:00,5,6,1,176,Moratuwa,Cloudy,0,Low,0,35,24
2026-01-11 06:00,6,6,1,101,Kandy,Cloudy,0,High,0,24,183
2026-01-11 07:00,7,6,1,176,Kandy,Clear,0,High,0,183,114
2026-01-11 08:00,8,6,1,138,Kandy,Clear,0,High,0,114,161
2026-01-11 09:00,9,6,1,100,Negombo,Cloudy,0,High,0,161,145
2026-01-11 10:00,10,6,1,120,Dehiwala,Clear,0,Medium,1,145,46
2026-01-11 11:00,11,6,1,120,Kandy,Clear,0,Medium,0,46,67
2026-01-11 12:00,12,6,1,176,Kandy,Rain,1,Medium,0,67,94
2026-01-11 13:00,13,6,1,120,Colombo,Clear,0,Medium,0,94,59
2026-01-11 14:00,14,6,1,176,Moratuwa,Cloudy,0,Medium,0,59,54
2026-01-11 15:00,15,6,1,120,Dehiwala,Cloudy,0,Medium,0,54,73
2026-01-11 16:00,16,6,1,101,Negombo,Clear,0,High,0,73,148
2026-01-11 17:00,17,6,1,100,Colombo,Clear,0,High,0,148,138
2026-01-11 18:00,18,6,1,120,Negombo,Clear,0,High,0,138,122
2026-01-11 19:00,19,6,1,138,Colombo,Clear,0,High,0,122,122
2026-01-11 20:00,20,6,1,120,Colombo,Cloudy,0,Low,1,122,36
2026-01-11 21:00,21,6,1,176,Moratuwa,Clear,0,Low,0,36,32
2026-01-11 22:00,22,6,1,101,Colombo,Rain,1,Low,1,32,51
2026-01-11 23:00,23,6,1,100,Kandy,Clear,0,Low,0,51,27
2026-01-12 00:00,0,0,0,101,Dehiwala,Clear,0,Low,0,27,77
2026-01-12 01:00,1,0,0,101,Negombo,Clear,0,Low,1,77,35
2026-01-12 02:00,2,0,0,138,Dehiwala,Cloudy,0,Low,0,35,87
2026-01-12 03:00,3,0,0,120,Dehiwala,Rain,1,Low,0,87,49
2026-01-12 04:00,4,0,0,176,Colombo,Rain,1,Low,0,49,74
2026-01-12 05:00,5,0,0,101,Dehiwala,Rain,1,Low,0,74,68
2026-01-12 06:00,6,0,0,176,Kandy,Clear,0,High,0,68,180
2026-01-12 07:00,7,0,0,100,Moratuwa,Clear,0,High,0,180,135
2026-01-12 08:00,8,0,0,101,Dehiwala,Clear,0,High,0,135,191
2026-01-12 09:00,9,0,0,101,Dehiwala,Clear,0,High,0,191,155
2026-01-12 10:00,10,0,0,100,Dehiwala,Clear,0,Medium,0,155,107
2026-01-12 11:00,11,0,0,138,Moratuwa,Rain,1,Medium,0,107,113
2026-01-12 12:00,12,0,0,120,Moratuwa,Clear,0,Medium,0,113,67
2026-01-12 13:00,13,0,0,101,Moratuwa,Cloudy,0,Medium,0,67,56
2026-01-12 14:00,14,0,0,101,Moratuwa,Clear,0,Medium,0,56,101
2026-01-12 15:00,15,0,0,120,Colombo,Rain,1,Medium,0,101,83
2026-01-12 16:00,16,0,0,120,Dehiwala,Clear,0,High,0,83,115
2026-01-12 17:00,17,0,0,138,Dehiwala,Clear,0,High,0,115,148
2026-01-12 18:00,18,0,0,100,Negombo,Clear,0,High,0,148,151
2026-01-12 19:00,19,0,0,120,Colombo,Clear,0,High,0,151,206
2026-01-12 20:00,20,0,0,176,Negombo,Clear,0,Low,0,206,79
2026-01-12 21:00,21,0,0,138,Kandy,Clear,0,Low,0,79,55
2026-01-12 22:00,22,0,0,138,Negombo,Clear,0,Low,0,55,56
2026-01-12 23:00,23,0,0,138,Dehiwala,Cloudy,0,Low,0,56,48
2026-01-13 00:00,0,1,0,101,Moratuwa,Clear,0,Low,0,48,24
2026-01-13 01:00,1,1,0,101,Moratuwa,Clear,0,Low,0,24,66
2026-01-13 02:00,2,1,0,176,Dehiwala,Cloudy,0,Low,0,66,63
2026-01-13 03:00,3,1,0,101,Negombo,Cloudy,0,Low,0,63,35
2026-01-13 04:00,4,1,0,100,Negombo,Rain,1,Low,0,35,71
2026-01-13 05:00,5,1,0,101,Kandy,Cloudy,0,Low,0,71,42
2026-01-13 06:00,6,1,0,120,Kandy,Clear,0,High,0,42,181
2026-01-13 07:00,7,1,0,100,Negombo,Clear,0,High,0,181,161
2026-01-13 08:00,8,1,0,176,Moratuwa,Clear,0,High,0,161,175
2026-01-13 09:00,9,1,0,100,Kandy,Clear,0,High,0,175,183
2026-01-13 10:00,10,1,0,138,Moratuwa,Rain,1,Medium,0,183,101
2026-01-13 11:00,11,1,0,120,Moratuwa,Clear,0,Medium,0,101,123
2026-01-13 12:00,12,1,0,138,Negombo,Rain,1,Medium,0,123,144
2026-01-13 13:00,13,1,0,120,Kandy,Cloudy,0,Medium,0,144,111
2026-01-13 14:00,14,1,0,101,Dehiwala,Rain,1,Medium,0,111,87
2026-01-13 15:00,15,1,0,101,Kandy,Clear,0,Medium,0,87,75
2026-01-13 16:00,16,1,0,101,Dehiwala,Clear,0,High,0,75,115
2026-01-13 17:00,17,1,0,100,Negombo,Cloudy,0,High,0,115,185
2026-01-13 18:00,18,1,0,101,Dehiwala,Rain,1,High,1,185,98
2026-01-13 19:00,19,1,0,176,Dehiwala,Cloudy,0,High,0,98,138
2026-01-13 20:00,20,1,0,120,Colombo,Clear,0,Low,1,138,52
2026-01-13 21:00,21,1,0,138,Colombo,Clear,0,Low,0,52,49
2026-01-13 22:00,22,1,0,100,Moratuwa,Clear,0,Low,0,49,70
2026-01-13 23:00,23,1,0,101,Dehiwala,Cloudy,0,Low,1,70,33
2026-01-14 00:00,0,2,0,100,Dehiwala,Clear,0,Low,0,33,64
2026-01-14 01:00,1,2,0,101,Colombo,Rain,1,Low,0,64,39
2026-01-14 02:00,2,2,0,176,Kandy,Clear,0,Low,0,39,53
2026-01-14 03:00,3,2,0,120,Moratuwa,Clear,0,Low,0,53,74
2026-01-14 04:00,4,2,0,101,Negombo,Clear,0,Low,0,74,53
2026-01-14 05:00,5,2,0,100,Dehiwala,Rain,1,Low,0,53,56
2026-01-14 06:00,6,2,0,120,Negombo,Clear,0,High,0,56,162
2026-01-14 07:00,7,2,0,120,Kandy,Clear,0,High,0,162,198
2026-01-14 08:00,8,2,0,138,Negombo,Clear,0,High,0,198,193
2026-01-14 09:00,9,2,0,120,Moratuwa,Clear,0,High,0,193,208
2026-01-14 10:00,10,2,0,120,Dehiwala,Cloudy,0,Medium,0,208,107
2026-01-14 11:00,11,2,0,176,Moratuwa,Clear,0,Medium,0,107,106
2026-01-14 12:00,12,2,0,101,Moratuwa,Cloudy,0,Medium,0,106,78
2026-01-14 13:00,13,2,0,100,Kandy,Clear,0,Medium,0,78,115
2026-01-14 14:00,14,2,0,176,Colombo,Cloudy,0,Medium,0,115,62
2026-01-14 15:00,15,2,0,100,Dehiwala,Rain,1,Medium,0,62,78
2026-01-14 16:00,16,2,0,176,Kandy,Clear,0,High,0,78,186
2026-01-14 17:00,17,2,0,101,Kandy,Clear,0,High,0,186,192
2026-01-14 18:00,18,2,0,101,Negombo,Clear,0,High,0,192,165
2026-01-14 19:00,19,2,0,176,Moratuwa,Cloudy,0,High,0,165,202
2026-01-14 20:00,20,2,0,101,Moratuwa,Cloudy,0,Low,1,202,31
2026-01-14 21:00,21,2,0,100,Dehiwala,Rain,1,Low,0,31,68
2026-01-14 22:00,22,2,0,100,Kandy,Rain,1,Low,0,68,94
2026-01-14 23:00,23,2,0,176,Negombo,Cloudy,0,Low,0,94,37
2026-01-15 00:00,0,3,0,101,Negombo,Clear,0,Low,1,37,30
2026-01-15 01:00,1,3,0,120,Negombo,Cloudy,0,Low,0,30,47
2026-01-15 02:00,2,3,0,100,Negombo,Clear,0,Low,0,47,48
2026-01-15 03:00,3,3,0,138,Negombo,Clear,0,Low,0,48,59
2026-01-15 04:00,4,3,0,101,Colombo,Cloudy,0,Low,0,59,29
2026-01-15 05:00,5,3,0,101,Colombo,Cloudy,0,Low,1,29,50
2026-01-15 06:00,6,3,0,100,Dehiwala,Cloudy,0,High,0,50,124
2026-01-15 07:00,7,3,0,138,Negombo,Rain,1,High,0,124,243
